1	12.0
2	27.0
3	1.0
4	41.0
5	38.0
6	28.0
7	13.0
8	8.0
9	6.0
10	70.0
11	9.0
12	33.0
13	8.0
14	2.0
15	71.0
16	11.0
17	6.0
18	1.0
19	25.0
20	4.0
21	1.0
22	48.0
23	17.0
24	64.0
25	18.0
26	3.0
27	1.0
28	1.0
29	2.0
30	4.0
31	2.0
32	35.0
33	59.0
34	23.0
35	41.0
36	17.0
37	226.0
38	9.0
39	6.0
40	24.0
41	14.0
42	3.0
43	3.0
44	14.0
45	68.0
46	34.0
47	336.0
48	19.0
49	2.0
50	1.0
51	2.0
52	32.0
53	1.0
54	4.0
55	50.0
56	3.0
57	9.0
58	9.0
59	25.0
60	29.0
61	2.0
62	26.0
63	1.0
64	25.0
65	4.0
66	2.0
67	6.0
68	23.0
69	1.0
70	27.0
71	21.0
72	5.0
73	29.0
74	8.0
75	1.0
76	313.0
77	1.0
78	24.0
79	14.0
80	7.0
81	4.0
82	112.0
83	493.0
84	12.0
85	2.0
86	3.0
87	34.0
88	8.0
89	14.0
90	31.0
91	3.0
92	45.0
93	21.0
94	129.0
95	3.0
96	583.0
97	9.0
98	8.0
99	54.0
100	10.0
101	23.0
102	21.0
103	4.0
104	21.0
105	2.0
106	30.0
107	5.0
108	2.0
109	9.0
110	1.0
111	43.0
112	7.0
113	10.0
114	5.0
115	60.0
116	4.0
117	12.0
118	13.0
119	11.0
120	7.0
121	3.0
122	1.0
123	29.0
124	35.0
125	34.0
126	44.0
127	40.0
128	60.0
129	68.0
130	46.0
131	37.0
132	42.0
133	32.0
134	303.0
135	9.0
136	23.0
137	40.0
138	183.0
139	5.0
140	32.0
141	40.0
142	35.0
143	18.0
144	31.0
145	130.0
146	29.0
147	5.0
148	32.0
149	37.0
150	3.0
151	10.0
152	2.0
153	32.0
154	2.0
155	87.0
156	45.0
157	24.0
158	126.0
159	40.0
160	2.0
161	4.0
162	5.0
163	48.0
164	4.0
165	3.0
166	11.0
167	4.0
168	8.0
169	66.0
170	15.0
171	30.0
172	70.0
173	1.0
174	13.0
175	46.0
176	32.0
177	4.0
178	23.0
179	23.0
180	231.0
181	3.0
182	13.0
183	12.0
184	37.0
185	2.0
186	106.0
187	3.0
188	11.0
189	49.0
190	30.0
191	1.0
192	55.0
193	6.0
194	3.0
195	34.0
196	33.0
197	30.0
198	38.0
199	55.0
200	15.0
201	1.0
202	3.0
203	23.0
204	14.0
205	17.0
206	72.0
207	7.0
208	5.0
209	19.0
210	60.0
211	18.0
212	2.0
213	1.0
214	3.0
215	35.0
216	37.0
217	2.0
218	5.0
219	5.0
220	3.0
221	5.0
222	36.0
223	38.0
224	36.0
225	6.0
226	2.0
227	20.0
228	5.0
229	2.0
230	2.0
231	28.0
232	2.0
233	25.0
234	14.0
235	999.0
236	12.0
237	73.0
238	18.0
239	9.0
240	999.0
241	5.0
242	14.0
243	21.0
244	1.0
245	3.0
246	3.0
247	4.0
248	6.0
249	6.0
250	6.0
251	11.0
252	28.0
