1	3.0
2	4.0
3	17.0
4	1.0
5	3.0
6	26.0
7	2.0
8	7.0
9	1.0
10	4.0
11	2.0
12	7.0
13	2.0
14	4.0
15	4.0
16	11.0
17	1.0
18	3.0
19	32.0
20	12.0
21	2.0
22	12.0
23	1.0
24	2.0
25	1.0
26	1072.0
27	10.0
28	20.0
29	4.0
30	9.0
31	12.0
32	2.0
33	31.0
34	26.0
35	49.0
36	8.0
37	1.0
38	1.0
39	10.0
40	1.0
41	2.0
42	1.0
43	2.0
44	5.0
45	4.0
46	4.0
47	7.0
48	1.0
49	2.0
50	5.0
51	2.0
52	356.0
53	1.0
54	3.0
55	1.0
56	3.0
57	124.0
58	5.0
59	2.0
60	3.0
61	2.0
62	2.0
63	21.0
64	2.0
65	5.0
66	7.0
67	8.0
68	1.0
69	16.0
70	2.0
71	6.0
72	19.0
73	1.0
74	3.0
75	3.0
76	7.0
77	2.0
78	8.0
79	4.0
80	4.0
81	18.0
82	1.0
83	4.0
84	44.0
85	2.0
86	31.0
87	12.0
88	2.0
89	26.0
90	7.0
91	92.0
92	2.0
93	5.0
94	5.0
95	3.0
96	4.0
97	4.0
98	76.0
99	11.0
100	1.0
101	5.0
102	7.0
103	1.0
104	10.0
105	1.0
106	2.0
107	6.0
108	159.0
109	36.0
110	1.0
111	2.0
112	3.0
113	2.0
114	68.0
115	28.0
116	21.0
117	17.0
118	2.0
119	19.0
120	2.0
121	1.0
122	2.0
123	4.0
124	4.0
125	2.0
126	13.0
127	1.0
128	6.0
129	1.0
130	1.0
131	3.0
132	2.0
133	17.0
134	109.0
135	5.0
136	9.0
137	1.0
138	441.0
139	2.0
140	658.0
141	1.0
142	100.0
143	2.0
144	1.0
145	2.0
146	2.0
147	1.0
148	4.0
149	2.0
150	25.0
151	3.0
152	2.0
153	7.0
154	24.0
155	3.0
156	9.0
157	2.0
158	5.0
159	2.0
160	1.0
161	3.0
162	20.0
163	6.0
164	4.0
165	12.0
166	1.0
167	350.0
168	1.0
169	5.0
170	1.0
171	60.0
172	20.0
173	17.0
174	8.0
175	246.0
176	121.0
177	62.0
178	666.0
179	3.0
180	1.0
181	1.0
182	6.0
183	6.0
184	2.0
185	3.0
186	2.0
187	99.0
188	2.0
189	8.0
190	5.0
191	7.0
192	4.0
193	154.0
194	2.0
195	12.0
196	4.0
197	9.0
198	6.0
199	3.0
200	80.0
201	4.0
202	3.0
203	14.0
204	107.0
205	4.0
206	122.0
207	24.0
208	2.0
209	131.0
210	40.0
211	2.0
212	4.0
213	7.0
214	2.0
215	49.0
216	2.0
217	4.0
218	401.0
219	3.0
220	12.0
221	2.0
222	26.0
223	4.0
224	3.0
225	3.0
226	9.0
227	1.0
228	4.0
229	1.0
230	1.0
231	1.0
232	3.0
233	3.0
234	4.0
235	14.0
236	3.0
237	2.0
238	66.0
239	6.0
240	2.0
241	8.0
242	1.0
243	2.0
244	257.0
245	8.0
246	6.0
247	2.0
248	2.0
249	13.0
250	1.0
251	8.0
252	12.0
253	55.0
254	2.0
255	15.0
256	3.0
257	1.0
258	3.0
259	126.0
260	2.0
261	11.0
262	4.0
263	9.0
264	2.0
265	2.0
266	1.0
267	2.0
268	2.0
269	4.0
270	24.0
271	1.0
272	1.0
273	3.0
274	5.0
275	15.0
276	179.0
277	7.0
278	6.0
279	5.0
280	4.0
281	3.0
282	102.0
283	167.0
284	11.0
285	1.0
286	5.0
287	3.0
288	67.0
289	125.0
290	1.0
291	5.0
292	1.0
293	4.0
294	14.0
295	3.0
296	1.0
297	2.0
298	1.0
299	6.0
300	39.0
301	7.0
302	9.0
303	122.0
304	1.0
305	1.0
306	1.0
307	1.0
308	2.0
309	4.0
310	3.0
311	72.0
312	106.0
313	239.0
314	3.0
315	39.0
316	1.0
317	3.0
318	1.0
319	1.0
320	1.0
321	12.0
322	6.0
323	1.0
324	4.0
325	29.0
326	360.0
327	18.0
328	4.0
329	3.0
330	8.0
331	3.0
332	4.0
333	5.0
334	1.0
335	2.0
336	1.0
337	5.0
338	4.0
339	13.0
340	77.0
341	1.0
342	100.0
343	6.0
344	9.0
345	1.0
346	1.0
347	5.0
348	6.0
349	1.0
350	152.0
351	1.0
352	5.0
353	4.0
354	3.0
355	24.0
356	262.0
357	6.0
358	8.0
359	1.0
360	1.0
361	2.0
362	114.0
363	1726.0
364	6.0
365	1.0
366	1.0
367	1.0
368	1.0
369	4.0
370	6.0
371	2.0
372	19.0
373	1.0
374	2.0
375	5.0
376	1.0
377	4.0
378	3.0
379	1.0
380	3.0
381	4.0
382	1.0
383	1.0
384	3.0
385	3.0
386	7.0
387	229.0
388	8.0
389	3.0
390	14.0
391	5.0
392	28.0
393	2.0
394	4.0
395	1.0
396	11.0
397	7.0
398	14.0
399	109.0
400	4.0
401	208.0
402	2.0
403	3.0
404	4.0
405	57.0
406	14.0
407	1.0
408	1.0
409	9.0
410	9.0
411	2.0
412	2.0
413	4.0
414	1.0
415	2.0
416	9.0
417	158.0
418	1.0
419	4.0
420	4.0
421	3.0
422	38.0
423	2.0
424	22.0
425	14.0
426	1.0
427	19.0
428	1.0
429	9.0
430	1.0
431	13.0
432	4.0
433	4.0
434	5.0
435	5.0
436	4.0
437	6.0
438	5.0
439	1.0
440	2.0
441	1.0
442	1.0
443	78.0
444	1.0
445	3.0
446	1.0
447	3.0
448	4.0
449	4.0
450	1.0
451	3.0
452	2.0
453	44.0
454	1.0
455	2.0
456	7.0
457	3.0
458	13.0
459	1.0
460	7.0
461	2.0
462	9.0
463	44.0
464	3.0
465	92.0
466	11.0
467	5.0
468	2.0
469	2.0
470	3.0
471	9.0
472	5.0
473	2.0
474	9.0
475	4.0
476	80.0
477	1.0
478	1.0
479	4.0
480	5.0
481	76.0
482	39.0
483	1.0
484	4.0
485	14.0
486	108.0
487	16.0
488	33.0
489	10.0
490	4.0
491	66.0
492	13.0
493	2.0
494	1.0
495	8.0
496	4.0
497	1.0
498	2.0
499	33.0
500	7.0
501	1.0
502	3.0
503	3.0
504	3.0
505	25.0
506	5.0
507	16.0
508	7.0
509	3.0
510	13.0
511	5.0
512	4.0
513	216.0
514	3.0
515	2.0
516	1.0
517	1.0
518	3.0
519	6.0
520	6.0
521	1.0
522	3.0
523	2.0
524	6.0
525	3.0
526	4.0
527	9.0
528	7.0
529	10.0
530	2.0
531	5.0
532	4.0
533	4.0
534	20.0
535	2.0
536	1.0
537	1.0
538	2.0
539	42.0
540	65.0
541	88.0
542	3.0
543	38.0
544	84.0
545	6.0
546	5.0
547	2.0
548	35.0
549	5.0
550	2.0
551	3.0
552	109.0
553	6.0
554	601.0
555	17.0
556	4.0
557	8.0
558	1.0
559	6.0
560	22.0
561	2.0
562	1.0
563	1.0
564	12.0
565	39.0
566	4.0
567	2.0
568	1.0
569	4.0
570	1.0
571	28.0
572	8.0
573	2.0
574	1.0
575	1.0
576	337.0
577	5.0
578	2.0
579	123.0
580	1.0
581	1.0
582	34.0
583	17.0
584	2.0
585	1.0
586	10.0
587	84.0
588	96.0
589	4.0
590	26.0
591	3.0
592	141.0
593	2.0
594	2.0
595	7.0
596	4.0
597	101.0
598	2.0
599	6.0
600	2.0
601	5.0
602	19.0
603	3.0
604	5.0
605	2.0
606	2.0
607	1.0
608	86.0
609	4.0
610	4.0
611	1.0
612	205.0
613	6.0
614	1.0
615	19.0
616	2.0
617	3.0
618	6.0
619	17.0
620	5.0
621	28.0
622	9.0
623	1.0
624	6.0
625	15.0
626	7.0
627	20.0
628	7.0
629	52.0
630	361.0
631	9.0
632	46.0
633	16.0
634	58.0
635	25.0
636	4.0
637	104.0
638	6.0
639	13.0
640	4.0
641	206.0
642	2.0
643	27.0
644	1.0
645	31.0
646	2.0
647	17.0
648	6.0
649	7.0
650	7.0
651	7.0
652	13.0
653	87.0
654	15.0
655	3.0
656	12.0
657	5.0
658	6.0
659	1.0
660	1.0
661	2.0
662	6.0
663	2.0
664	2.0
665	6.0
666	7.0
667	82.0
668	10.0
669	17.0
670	2.0
671	12.0
