335	4
3103	6
2080	7
2390	1
2733	8
2539	3
2760	5
3170	8
188	5
1366	5
2387	1
1403	5
3169	8
1648	5
433	5
608	4
332	3
341	4
2079	8
1133	5
2293	5
3130	9
2327	5
2764	7
1468	9
2645	9
654	4
1316	5
1865	5
2898	9
2897	8
2986	5
432	5
511	4
2362	8
1908	9
2432	8
2880	5
2881	5
69	5
2155	5
2365	3
2594	5
2818	10
2987	8
3069	5
2436	1
2512	1
205	5
2492	5
3007	5
700	5
1072	5
666	4
2510	1
162	5
200	5
1628	5
771	5
919	8
2925	8
3210	8
3248	7
1360	8
3209	5
3208	8
1697	8
2034	4
2305	5
3016	5
2397	1
665	4
2204	8
633	4
1311	5
829	7
161	4
3172	8
1220	4
1500	4
1696	8
305	6
596	5
1918	4
2410	3
1502	9
1673	5
1501	9
2076	3
832	8
2961	9
1405	4
1676	9
2041	10
857	7
1661	4
722	5
785	4
1013	8
1037	3
2637	6
2636	7
1632	5
1986	8
1677	8
1987	5
732	10
1504	4
1679	8
1678	5
593	5
694	5
1799	4
1660	5
2404	8
817	8
1854	5
2902	5
1768	8
1857	8
2623	4
959	5
122	5
1988	4
3175	5
1680	9
3140	5
500	3
583	5
622	5
1764	4
2196	10
1961	5
1921	4
1656	9
2598	5
827	8
1634	8
2780	5
1681	9
2039	6
2399	5
1682	7
2037	8
2782	5
123	6
2038	5
3167	4
1291	5
942	9
2040	10
224	5
254	5
140	5
1440	5
1873	10
2438	4
1633	8
2564	3
3083	9
258	4
1065	9
170	5
1683	5
1528	4
592	5
1135	5
688	5
1186	8
1225	5
1995	4
748	9
334	5
3182	5
1636	4
1635	5
1638	9
1637	4
1639	4
3237	5
3236	5
2958	7
565	5
697	5
352	4
2523	5
2482	3
1641	7
1640	6
1643	5
1642	4
1062	4
2586	1
1278	4
1646	8
1517	9
2609	5
1264	7
3188	5
1875	7
933	5
1471	10
948	5
2325	4
2463	4
2001	10
1115	8
313	5
1900	5
312	5
2499	8
434	5
2635	9
2055	5
469	5
216	5
304	5
2368	4
2735	5
928	8
1518	7
2504	1
1784	5
1300	8
1299	7
2578	1
1301	8
805	5
1943	9
893	4
3087	4
1479	9
2517	5
733	7
2056	6
2042	8
88	5
3036	5
551	3
2254	5
3001	10
2406	4
92	5
1716	5
2766	9
1121	4
1629	10
1442	5
1295	5
2611	2
2359	6
533	5
894	8
809	5
1281	9
637	5
18	5
19	5
1935	4
772	8
1525	5
1936	5
2524	5
2619	10
2711	5
1393	4
1689	7
825	9
2334	8
734	8
23	6
24	6
2613	6
20	5
21	5
22	5
1960	9
773	4
1373	9
1612	5
770	3
2411	7
892	9
920	7
194	4
2784	8
2372	5
1196	5
2787	4
807	4
2788	4
2710	4
3166	7
428	5
2029	9
1353	5
296	5
297	4
1207	8
693	5
2252	8
719	5
3038	8
3037	5
86	5
1201	10
3039	5
2750	5
1751	5
267	6
1859	7
504	5
2024	8
1082	5
2701	2
1753	10
1208	9
3132	7
3093	9
270	5
2789	5
271	5
1922	10
2023	4
2283	4
1476	5
1883	9
3059	4
2069	3
2700	1
3270	8
2942	9
2351	5
1786	5
269	5
1691	6
2172	5
505	4
183	5
302	3
2652	9
1834	9
1919	4
871	8
923	5
2680	4
176	5
2679	8
1974	9
2471	3
2414	5
2484	5
930	7
2734	5
2483	6
2545	3
1662	5
1166	4
2882	8
2261	7
2988	9
1230	5
2262	3
1803	4
2231	4
1398	5
1407	5
119	6
646	4
2824	8
886	10
2757	5
3129	5
1545	4
1544	5
557	5
1227	4
945	10
2685	1
478	3
581	3
480	4
1392	7
479	4
1651	5
483	4
2128	5
1080	5
482	3
481	5
2989	8
2525	5
926	9
1929	4
1308	9
2855	8
1322	5
629	5
630	4
1110	5
1659	3
1849	4
2479	4
1877	8
2085	4
398	5
605	3
1744	8
1321	8
3137	9
2571	2
668	5
131	5
2075	4
1814	5
421	5
2420	4
2813	5
2913	10
3100	5
30	5
1869	5
1444	10
1963	3
407	2
2526	6
41	6
3115	7
1054	8
3092	7
266	4
1702	5
2923	5
3104	8
2814	5
2117	4
721	9
1328	6
2793	5
2536	6
2641	5
173	5
2169	6
2465	4
859	7
1623	8
1622	8
1630	5
1759	6
3260	5
1127	5
1621	5
631	4
1137	4
468	5
810	4
467	5
466	5
1435	9
527	5
2581	5
2418	3
718	3
1892	5
2505	5
3216	5
934	4
1421	8
464	5
2985	4
465	5
1042	8
1148	8
378	5
1459	4
2984	4
1091	4
2804	4
1174	8
760	4
2200	5
497	5
3015	5
1250	3
2459	3
472	4
1235	4
912	9
2860	5
2377	5
1431	9
1067	7
2547	2
3193	5
2095	1
2393	5
1928	5
1428	5
2859	5
2401	8
2487	1
2901	7
875	8
1473	5
408	3
437	4
1554	4
3143	7
2755	5
498	5
898	3
2193	5
2194	9
672	4
924	5
2017	1
3242	5
62	5
2018	3
2858	5
585	5
2940	8
1041	6
2238	9
3179	5
118	5
1993	7
1452	5
1713	10
2184	4
1128	4
2408	4
1953	6
2306	4
3163	6
3271	6
2208	9
3207	6
1077	8
2264	3
3064	5
1289	3
2188	6
2450	4
97	5
3063	5
1050	5
3085	5
2329	6
958	9
3217	5
1654	4
2473	4
2137	2
1355	5
155	5
461	5
202	4
2179	9
1434	6
1059	6
3142	5
261	5
1685	5
2937	5
1514	8
1705	5
861	8
2522	4
751	10
539	4
1692	9
2206	2
2886	5
2631	5
1351	5
1541	3
1829	5
3014	9
2385	3
1715	8
2620	5
369	5
2714	7
1933	5
1169	5
517	3
2447	8
935	5
2677	5
940	8
1433	5
1926	4
370	5
1793	8
1582	8
2185	2
171	5
1416	10
1712	5
2642	5
1191	2
2010	3
965	8
1940	5
1277	4
521	5
3018	4
1296	4
513	5
1163	4
1443	10
3084	9
1204	5
2887	5
385	5
2343	4
1027	5
1494	5
196	5
1304	5
582	5
2610	2
2163	5
2502	2
3267	4
293	5
388	5
2708	4
2338	4
635	4
1561	5
2817	8
1881	8
2589	5
1170	4
1305	5
338	5
1306	5
1740	7
145	5
2664	6
897	9
1233	5
1092	4
2058	5
856	4
1499	5
946	5
1951	9
3004	5
2948	5
2822	10
1529	7
1282	3
1547	8
2012	4
642	5
1599	5
2177	3
3003	5
3264	5
2178	7
2287	7
1752	5
2744	9
1114	7
2314	5
68	5
2575	4
1588	9
272	4
1860	9
3062	5
1007	4
1280	3
240	5
1120	8
2964	9
1175	8
954	5
2616	6
715	8
2867	4
3186	7
512	5
2868	5
2739	4
89	6
2409	6
2786	4
452	5
1906	4
65	5
1625	5
2247	8
2821	9
43	5
294	3
303	5
1774	5
1891	10
1506	5
656	5
2738	5
1098	5
2847	8
474	5
1855	4
2500	10
2032	9
2289	4
2119	9
2737	9
2288	8
2097	8
595	5
969	9
1616	5
1540	10
1627	10
2676	5
1730	8
840	8
2462	1
2647	4
3200	8
2938	9
3199	8
2341	3
1782	9
797	7
2444	5
1884	9
3211	6
1493	10
966	4
318	3
3176	5
447	5
1033	2
1466	5
448	5
2275	4
2792	4
3196	5
1111	5
726	5
1290	5
1562	5
2754	9
2753	10
2600	5
2646	5
932	5
3008	8
1590	5
3203	5
191	5
895	5
2537	3
1748	7
3114	5
1747	6
3181	7
2152	7
818	9
2342	1
1939	5
2426	8
1026	9
1948	8
1647	9
1537	9
1564	2
1950	8
1949	9
2083	9
639	5
2651	6
2728	5
51	6
1808	5
599	5
2151	5
124	4
1947	8
1946	9
3006	5
439	5
3110	4
3101	4
3098	4
1944	8
2051	7
3112	8
1945	8
67	5
2979	9
2534	3
2173	3
2591	2
1243	5
2333	8
746	9
2122	9
1819	9
2709	5
2229	5
2195	5
135	5
55	6
1519	5
1766	3
2852	5
2384	5
526	5
1039	5
628	5
716	7
2568	5
99	5
2851	5
1251	7
3218	5
515	4
2934	4
1552	7
457	4
2326	2
602	5
937	9
2277	8
2795	9
1962	5
2380	6
331	5
1698	5
2836	8
2618	10
2114	9
1348	5
2722	3
263	5
1583	8
393	5
2442	3
1729	8
2004	4
2871	5
3102	8
1030	4
105	5
2723	10
1913	9
570	5
3116	5
2441	6
1265	4
3127	8
2118	8
1498	8
711	5
860	7
1188	8
1040	5
1024	9
890	5
2014	5
362	5
1371	7
1931	9
1965	8
192	4
2174	5
2569	5
2431	4
3171	7
1991	9
611	4
1399	3
1200	7
61	4
1097	5
1285	5
1841	6
520	4
783	5
1520	5
476	5
2443	2
2716	1
1776	4
816	8
2807	5
1775	1
1144	9
1246	3
195	5
2062	8
337	5
1156	5
3131	8
877	8
1587	5
2957	8
1706	5
1032	5
2061	7
449	5
2276	3
2707	8
938	4
110	6
1375	4
2929	5
696	4
1477	10
915	8
1602	5
998	5
1653	4
2615	3
3245	5
905	7
3144	5
1771	9
3178	8
56	4
1287	7
201	5
1397	5
74	5
1245	5
430	5
925	9
336	5
2353	2
1056	5
184	5
1150	10
1356	5
73	6
499	4
132	5
1688	9
1372	5
3145	5
72	4
1100	5
704	5
1852	4
2115	5
705	5
1049	5
2747	10
2699	5
2511	5
3263	5
553	4
710	5
1172	10
1173	8
1193	5
1262	5
234	4
823	7
2183	3
1123	5
532	5
1567	4
714	4
2284	7
765	5
814	5
1069	5
944	9
574	5
1103	8
575	5
2861	7
2556	6
1410	5
1247	6
1248	7
1566	5
854	5
1101	8
2064	8
524	5
3234	8
2139	2
2140	9
2952	9
1999	3
2000	7
2905	10
802	8
1365	5
2292	3
197	5
198	5
2907	9
3045	5
1754	6
2906	8
2002	8
2963	7
2962	9
308	5
957	9
1870	5
2250	8
2819	5
397	5
2298	5
2170	4
757	6
1620	4
491	5
2470	2
291	5
490	5
264	5
274	2
2279	7
1113	8
2625	2
366	5
2412	4
2724	9
1811	5
1614	8
778	10
1825	3
402	5
2053	9
2223	8
1821	10
1797	5
1439	7
1228	8
199	4
703	5
1938	7
2434	7
2027	9
2092	8
2481	1
1535	8
2577	5
730	4
579	5
1028	8
1503	5
1483	5
3020	3
2253	4
2094	5
425	5
424	5
423	4
2081	5
1571	4
282	4
2665	5
2693	5
1773	5
368	5
217	4
3141	5
2110	5
460	5
616	5
1456	5
2888	3
2367	5
2876	10
3162	5
115	5
1116	5
763	6
3212	1
3256	7
2395	9
2932	5
3060	5
2134	5
64	4
3086	5
761	7
1252	10
1558	5
323	2
1319	4
2346	6
2903	5
3033	5
1693	4
42	7
2995	10
1694	5
1603	9
1181	7
1068	9
404	4
394	5
446	5
885	7
227	5
116	6
838	9
1119	4
414	4
177	5
451	5
2028	4
1149	9
2997	9
745	8
3223	5
1901	5
2726	9
1367	5
178	5
1835	4
179	4
